ln,crate,slot,appid,channel,type,device,z,bit_position,z_name,o_name,auto_reset,evaluation,description,ignore,dest,slope,offset,cable,ln status,cn status,cn logic,checked date,inconfig
53,L2KG01-1925,5,20,1,BPMS,BPMS:COL0:280,129.376542,,,,0,1,BPMC003 (BPMS:COL0:280),2,DUMPBSY,1,0,N/A,,,,,
53,L2KG01-1925,6,21,0,BPMS,BPMS:COL0:260,126.319455,,,,0,1,BPMC002 (BPMS:COL0:260),2,DUMPBSY,1,0,N/A,,,,,
53,L2KG01-1925,6,21,1,BPMS,BPMS:COL0:240,123.757119,,,,0,1,BPMC001 (BPMS:COL0:240),2,DUMPBSY,1,0,N/A,,,,,
54,L2KG01-1931,1,23,8,TEMP,COLL:COL0:390:TEMP_PERMIT,150.975853,0,IS_FAULTED,IS_OK,1,0,CYC01 Temperature Interlock,2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,9,TEMP,COLL:COL0:470:TEMP_PERMIT,164.099213,0,IS_FAULTED,IS_OK,1,0,CXC01 Temperature Interlock,2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,10,TEMP,FARC:DIAG0:530:TEMP_PERMIT,170.265052,0,IS_FAULTED,IS_OK,1,0,FCDG0DU Temperature Interlock,2,DIAG0,,,,,,,,
54,L2KG01-1931,1,23,13,TEMP,COLL:COL0:710:TEMP_PERMIT,203.469291,0,IS_FAULTED,IS_OK,1,0,CYC03 Temperature Interlock,2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,14,TEMP,COLL:COL0:790:TEMP_PERMIT,216.592651,0,IS_FAULTED,IS_OK,1,0,CXC03 Temperature Interlock,2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,15,TEMP,COLL:HTR:615:TEMP_PERMIT,71.875,0,IS_FAULTED,IS_OK,1,0,CEHTR Temperature Interlock,2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,16,TEMP,COLL:HTR:103:TEMP_PERMIT,26.956,0,IS_FAULTED,IS_OK,1,0,PC0H00 Temperature Interlock,2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,17,TEMP,BLEN:HTR:350:TEMP_PERMIT,48.53,0,IS_FAULTED,IS_OK,1,0,BLEN Gap Diode Temperature Interlock,2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,22,MAG,KICK:DIAG0:110:OFF,107.230873,0,NOT_OFF,OFF,1,0,BKRDG0 Off (KICK:DIAG0:110:OFF),2,DIAG0,,,,,,,,
54,L2KG01-1931,1,23,23,MAG,BEND:HTR:480:ON,59.923885,1,NOT_ON,ON,1,0,BCXH1 On (BEND:HTR:480:ON),2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,24,MAG,BEND:HTR:480:OFF,59.923885,0,NOT_OFF,OFF,1,0,BCXH1 Off (BEND:HTR:480:OFF),2,DUMPBSY,,,,,,,,
54,L2KG01-1931,1,23,25,MAG,BEND:DIAG0:155:ON,113.792552,1,NOT_ON,ON,1,0,BLRDG0 On (BEND:DIAG0:155:ON),2,DIAG0,,,,,,,,
54,L2KG01-1931,1,23,26,MAG,BEND:DIAG0:155:OFF,113.792552,0,NOT_OFF,OFF,1,0,BLRDG0 Off (BEND:DIAG0:155:OFF),2,DIAG0,,,,,,,,
54,L2KG01-1931,1,23,27,MAG,BEND:DIAG0:510:ON,166.954918,1,NOT_ON,ON,1,0,BYDG0 On (BEND:DIAG0:510:ON),2,DIAG0,,,,,,,,
54,L2KG01-1931,1,23,28,MAG,BEND:DIAG0:510:OFF,166.954918,0,NOT_OFF,OFF,1,0,BYDG0 Off (BEND:DIAG0:510:OFF),2,DIAG0,,,,,,,,
54,L2KG01-1931,2,24,0,BACT,KICK:DIAG0:110,107.230873,,,,0,1,BKRDG0 (KICK:DIAG0:110),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,2,24,3,BLM,LBLM:HTR:167:A,257.152,,,,0,1,LBLM:HTR:167:A,2,DUMPBSY,1,0,L2A06938,,,,,
54,L2KG01-1931,2,24,4,BLM,LBLM:HTR:167:B,257.152,,,,0,1,LBLM:HTR:167:B,2,DUMPBSY,1,0,L2A06939,,,,,
54,L2KG01-1931,2,24,5,WF,LBLM:HTR:167:B,257.152,,,,0,1,LBLM:HTR:167:B_WF,2,DUMPBSY,1,0,L2A08301,,,,,
54,L2KG01-1931,3,25,0,BPMS,BPMS:DIAG0:210,121.504931,,,,0,1,BPMDG002 (BPMS:DIAG0:210),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,3,25,1,BPMS,BPMS:COL0:125,111.003839,,,,0,1,BPMDG000 (BPMS:COL0:125),2,DUMPBSY,1,0,N/A,,,,,
54,L2KG01-1931,4,26,0,BPMS,BPMS:DIAG0:270,131.373081,,,,0,1,BPMDG004 (BPMS:DIAG0:270),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,4,26,1,BPMS,BPMS:DIAG0:230,124.316936,,,,0,1,BPMDG003 (BPMS:DIAG0:230),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,5,27,0,BPMS,BPMS:DIAG0:330,140.064026,,,,0,1,BPMDG0RF (BPMS:DIAG0:330),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,5,27,1,BPMS,BPMS:DIAG0:285,133.502346,,,,0,1,BPMDG005 (BPMS:DIAG0:285),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,6,28,0,BPMS,BPMS:DIAG0:390,148.922293,,,,0,1,BPMDG009 (BPMS:DIAG0:390),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,6,28,1,BPMS,BPMS:DIAG0:370,146.625705,,,,0,1,BPMDG008 (BPMS:DIAG0:370),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,7,29,0,BPMS,BPMS:DIAG0:520,168.813799,,,,0,1,BPMDG012 (BPMS:DIAG0:520),2,DIAG0,1,0,N/A,,,,,
54,L2KG01-1931,7,29,1,BPMS,BPMS:DIAG0:470,161.29106,,,,0,1,BPMDG011 (BPMS:DIAG0:470),2,DIAG0,1,0,N/A,,,,,
55,L2KG01-1937,3,30,1,BPMS,BPMS:L1B:0283,294.955479,,,,0,1,CMB02 (BPMS:L1B:0283),2,DUMPBSY,1,0,N/A,,,,,
55,L2KG01-1937,4,31,0,BPMS,BPMS:HTR:980,104.593077,,,,0,1,BPMHD04 (BPMS:HTR:980),2,DUMPBSY,1,0,N/A,,,,,
55,L2KG01-1937,4,31,1,BPMS,BPMS:HTR:960,102.676371,,,,0,1,BPMHD03 (BPMS:HTR:960),2,DUMPBSY,1,0,N/A,,,,,
55,L2KG01-1937,5,32,0,BPMS,BPMS:COL0:640,191.58937,,,,0,1,BPMC008 (BPMS:COL0:640),2,DUMPBSY,1,0,N/A,,,,,
55,L2KG01-1937,5,32,1,BPMS,BPMS:COL0:560,178.46601,,,,0,1,BPMC007 (BPMS:COL0:560),2,DUMPBSY,1,0,N/A,,,,,
56,L2KG01-2037,3,33,1,BPMS,BPMS:DIAG0:190,118.692923,,,,0,1,BPMDG001 (BPMS:DIAG0:190),2,DIAG0,1,0,N/A,,,,,
56,L2KG01-2037,4,34,0,BPMS,BPMS:COL0:940,240.582808,,,,0,1,BPMC012 (BPMS:COL0:940),2,DUMPBSY,1,0,N/A,,,,,
56,L2KG01-2037,4,34,1,BPMS,BPMS:COL0:880,230.959449,,,,0,1,BPMC011 (BPMS:COL0:880),2,DUMPBSY,1,0,N/A,,,,,
57,L2KG02-2209,2,38,0,BLM,LBLM:COL0:862:A,405.08,,,,0,1,LBLM:COL0:862:A,2,DUMPBSY,1,0,L2A06940,,,,,
57,L2KG02-2209,2,38,1,BLM,LBLM:COL0:862:B,405.08,,,,0,1,LBLM:COL0:862:B,2,DUMPBSY,1,0,L2A06942,,,,,
57,L2KG02-2209,2,38,2,BLM,LBLM:L1B:H282:A,601.224,,,,0,1,LBLM:L1B:H282:A,3,DUMPBSY,1,0,L2A06941,,,,,
57,L2KG02-2209,2,38,3,BLM,LBLM:L1B:H282:B,601.224,,,,0,1,LBLM:L1B:H282:B,3,DUMPBSY,1,0,L2A06943,,,,,
57,L2KG02-2209,2,38,4,WF,LBLM:COL0:862:A,405.08,,,,0,1,LBLM:COL0:862:A_WF,2,DUMPBSY,1,0,L2A08302,,,,,
57,L2KG02-2209,2,38,5,WF,LBLM:COL0:862:B,405.08,,,,0,1,LBLM:COL0:862:B_WF,2,DUMPBSY,1,0,L2A08303,,,,,
57,L2KG02-2209,3,39,0,BPMS,BPMS:L1B:H283,379.543274,,,,0,1,CMBH2 (BPMS:L1B:H283),3,DUMPBSY,1,0,N/A,,,,,
57,L2KG02-2209,3,39,1,BPMS,BPMS:L1B:H183,358.039009,,,,0,1,CMBH1 (BPMS:L1B:H183),3,DUMPBSY,1,0,N/A,,,,,
57,L2KG02-2209,4,40,1,BPMS,BPMS:L1B:0383,335.048622,,,,0,1,CMB03 (BPMS:L1B:0383),3,DUMPBSY,1,0,N/A,,,,,
57,L2KG02-2209,6,41,0,TORO,TORO:COL1:125,428.039724,,,,0,1,IM11B (TORO:COL1:125),3,DUMPBSY,1,0,N/A,,,,,
58,L2KG02-2215,1,43,7,TEMP,COLL:BC1B:450:TEMP_PERMIT,411.184547,0,IS_FAULTED,IS_OK,1,0,CE11B Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,8,TEMP,COLL:COL1:390:TEMP_PERMIT,478.182585,0,IS_FAULTED,IS_OK,1,0,CYC11 Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,9,TEMP,COLL:COL1:470:TEMP_PERMIT,491.305945,0,IS_FAULTED,IS_OK,1,0,CXC11 Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,10,TEMP,COLL:COL1:710:TEMP_PERMIT,530.676024,0,IS_FAULTED,IS_OK,1,0,CYC13 Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,11,TEMP,COLL:COL1:790:TEMP_PERMIT,543.799383,0,IS_FAULTED,IS_OK,1,0,CXC13 Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,12,TEMP,BMLN:BC1B:200:TEMP_PERMIT,111,0,IS_FAULTED,IS_OK,1,0,BC1B Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,13,TEMP,BLEN:BC1B:850:TEMP_PERMIT,425.48,0,IS_FAULTED,IS_OK,1,0,BLEN_Pyro1 Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,14,TEMP,BLEN:BC1B:851:TEMP_PERMIT,425.48,0,IS_FAULTED,IS_OK,1,0,BLEN_PYRO2 Temperature Interlock,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,16,MAG,BEND:BC1B:200:ON,400.840617,1,NOT_ON,ON,1,0,BCX11 On,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,1,43,17,MAG,BEND:BC1B:200:OFF,400.840617,0,NOT_OFF,OFF,1,0,BCX11 Off,3,DUMPBSY,,,,,,,,
58,L2KG02-2215,4,45,0,BPMS,BPMS:COL1:120,427.159514,,,,0,1,BPMC101 (BPMS:COL1:120),3,DUMPBSY,1,0,N/A,,,,,
58,L2KG02-2215,4,45,1,BPMS,BPMS:BC1B:440,410.64498,,,,0,1,BPM11B (BPMS:BC1B:440),3,DUMPBSY,1,0,N/A,,,,,
58,L2KG02-2215,6,46,0,BPMS,BPMS:COL1:260,453.596522,,,,0,1,BPMC102 (BPMS:COL1:260),3,DUMPBSY,1,0,N/A,,,,,
58,L2KG02-2215,6,46,1,BPMS,BPMS:BC1B:125,398.761877,,,,0,1,BPM1C01 (BPMS:BC1B:125),3,DUMPBSY,1,0,N/A,,,,,
58,L2KG02-2215,7,47,0,BPMS,BPMS:COL1:320,465.952165,,,,0,1,BPMC104 (BPMS:COL1:320),3,DUMPBSY,1,0,N/A,,,,,
58,L2KG02-2215,7,47,1,BPMS,BPMS:COL1:280,456.575525,,,,0,1,BPMC103 (BPMS:COL1:280),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,2,48,0,BLM,PBLM:BC1B:450,398.62206,,,,0,1,PBLM at CE11B (PBLM:BC1B:450),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,2,48,1,BLM,PBLM:COL1:390,478.182585,,,,0,1,PBLM at CYC11 (PBLM:COL1:390),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,2,48,2,BLM,PBLM:COL1:470,491.305945,,,,0,1,PBLM at CXC11 (PBLM:COL1:470),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,2,48,3,BLM,PBLM:COL1:710,530.676024,,,,0,1,PBLM at CYC13 (PBLM:COL1:710),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,2,48,4,BLM,PBLM:COL1:790,543.799383,,,,0,1,PBLM at CXC13 (PBLM:COL1:790),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,2,48,5,WF,LBLM:L1B:H282:B,601.224,,,,0,1,LBLM:L1B:H282:B_WF,3,DUMPBSY,1,0,L2A08304,,,,,
59,L2KG02-2323,3,49,0,BPMS,BPMS:COL1:480,493.59269,,,,0,1,BPMC106 (BPMS:COL1:480),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,3,49,1,BPMS,BPMS:COL1:400,480.469331,,,,0,1,BPMC105 (BPMS:COL1:400),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,4,50,0,BPMS,BPMS:COL1:640,519.839409,,,,0,1,BPMC108 (BPMS:COL1:640),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,4,50,1,BPMS,BPMS:COL1:560,506.71605,,,,0,1,BPMC107 (BPMS:COL1:560),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,5,51,0,BPMS,BPMS:COL1:800,546.086129,,,,0,1,BPMC110 (BPMS:COL1:800),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,5,51,1,BPMS,BPMS:COL1:720,532.962769,,,,0,1,BPMC109 (BPMS:COL1:720),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,6,52,0,BPMS,BPMS:COL1:960,572.332848,,,,0,1,BPMC112 (BPMS:COL1:960),3,DUMPBSY,1,0,N/A,,,,,
59,L2KG02-2323,6,52,1,BPMS,BPMS:COL1:880,559.209488,,,,0,1,BPMC111 (BPMS:COL1:880),3,DUMPBSY,1,0,N/A,,,,,
60,L2KG03-4933,3,53,0,BPMS,BPMS:L2B:0583,666.798661,,,,0,1,CMB05 (BPMS:L2B:0583),3,DUMPBSY,1,0,N/A,,,,,
60,L2KG03-4933,3,53,1,BPMS,BPMS:L2B:0483,626.705518,,,,0,1,CMB04 (BPMS:L2B:0483),3,DUMPBSY,1,0,N/A,,,,,
60,L2KG03-4933,4,54,0,BPMS,BPMS:L2B:0784,746.984948,,,,0,1,CMB07 (BPMS:L2B:0784),3,DUMPBSY,1,0,N/A,,,,,
60,L2KG03-4933,4,54,1,BPMS,BPMS:L2B:0683,706.891804,,,,0,1,CMB06 (BPMS:L2B:0683),3,DUMPBSY,1,0,N/A,,,,,
60,L2KG03-4933,5,55,0,BPMS,BPMS:L2B:0983,827.171234,,,,0,1,CMB09 (BPMS:L2B:0983),3,DUMPBSY,1,0,N/A,,,,,
60,L2KG03-4933,5,55,1,BPMS,BPMS:L2B:0883,787.078091,,,,0,1,CMB08 (BPMS:L2B:0883),3,DUMPBSY,1,0,N/A,,,,,
61,L2KG03-6033,1,56,33,EPICS,QUAD:L2B:0585:INTOL,667.666247,0,IS_FAULTED,IS_OK,1,0,QCM05 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,34,EPICS,QUAD:L2B:0685:INTOL,707.75939,0,IS_FAULTED,IS_OK,1,0,QCM06 Magnet INTOL(EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,35,EPICS,QUAD:L2B:0785:INTOL,747.852533,0,IS_FAULTED,IS_OK,1,0,QCM07 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,36,EPICS,QUAD:L2B:0885:INTOL,787.945676,0,IS_FAULTED,IS_OK,1,0,QCM08 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,37,EPICS,QUAD:L2B:0985:INTOL,828.038819,0,IS_FAULTED,IS_OK,1,0,QCM09 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,38,EPICS,QUAD:L2B:1085:INTOL,868.131962,0,IS_FAULTED,IS_OK,1,0,QCM10 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,39,EPICS,QUAD:L2B:1185:INTOL,908.225105,0,IS_FAULTED,IS_OK,1,0,QCM11 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,40,EPICS,QUAD:L2B:1285:INTOL,948.318248,0,IS_FAULTED,IS_OK,1,0,QCM12 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,41,EPICS,QUAD:L2B:1385:INTOL,988.411391,0,IS_FAULTED,IS_OK,1,0,QCM13 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,42,EPICS,QUAD:L2B:1485:INTOL,1028.504534,0,IS_FAULTED,IS_OK,1,0,QCM14 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,43,EPICS,QUAD:L2B:1585:INTOL,1068.597677,0,IS_FAULTED,IS_OK,1,0,QCM15 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,1,56,44,EPICS,QUAD:L2B:0485:INTOL,627.573104,0,IS_FAULTED,IS_OK,1,0,QCM04 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
61,L2KG03-6033,3,57,0,BPMS,BPMS:L2B:1183,907.35752,,,,0,1,CMB11 (BPMS:L2B:1183),3,DUMPBSY,1,0,N/A,,,,,
61,L2KG03-6033,3,57,1,BPMS,BPMS:L2B:1083,867.264377,,,,0,1,CMB10 (BPMS:L2B:1083),3,DUMPBSY,1,0,N/A,,,,,
61,L2KG03-6033,4,58,0,BPMS,BPMS:L2B:1383,987.543806,,,,0,1,CMB13 (BPMS:L2B:1383),3,DUMPBSY,1,0,N/A,,,,,
61,L2KG03-6033,4,58,1,BPMS,BPMS:L2B:1283,947.450663,,,,0,1,CMB12 (BPMS:L2B:1283),3,DUMPBSY,1,0,N/A,,,,,
61,L2KG03-6033,5,59,1,BPMS,BPMS:L2B:1483,1027.636949,,,,0,1,CMB14 (BPMS:L2B:1483),3,DUMPBSY,1,0,N/A,,,,,
62,L2KG04-1923,1,61,4,TEMP,COLL:BC2B:535:TEMP_PERMIT,1131.312178,0,IS_FAULTED,IS_OK,1,0,CE21B Temperature Interlock,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,9,MAG,BEND:BC2B:200:ON,1094.474252,1,NOT_ON,ON,1,0,BCX21 On,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,1,61,10,MAG,BEND:BC2B:200:OFF,1094.474252,0,NOT_OFF,OFF,1,0,BCX21 Off,3,DUMPBSY,,,,,,,,
62,L2KG04-1923,3,62,0,BPMS,BPMS:L3B:1783,1359.535696,,,,0,1,CMB17 (BPMS:L3B:1783),3,DUMPBSY,1,0,N/A,,,,,
62,L2KG04-1923,3,62,1,BPMS,BPMS:L3B:1683,1319.442552,,,,0,1,CMB16 (BPMS:L3B:1683),3,DUMPBSY,1,0,N/A,,,,,
62,L2KG04-1923,4,63,1,BPMS,BPMS:L3B:1883,1399.628839,,,,0,1,CMB18 (BPMS:L3B:1883),3,DUMPBSY,1,0,N/A,,,,,
63,L2KG04-2609,2,66,0,BLM,LBLM:L2B:0400:A,1088.304,,,,0,1,LBLM:L2B:0400:A,3,DUMPBSY,1,0,L2A06944,,,,,
63,L2KG04-2609,2,66,1,BLM,LBLM:L2B:0400:B,1088.304,,,,0,1,LBLM:L2B:0400:B,3,DUMPBSY,1,0,L2A06945,,,,,
63,L2KG04-2609,2,66,3,WF,LBLM:L2B:0400:B,1071.9368,,,,0,1,LBLM:L2B:0400:B_WF,3,DUMPBSY,1,0,L2A08305,,,,,
63,L2KG04-2609,2,66,4,BLM,PBLM:BC2B:535,1131.312178,,,,0,1,PBLM at CE21B (PBLM:BC2B:535),3,DUMPBSY,1,0,N/A,,,,,
63,L2KG04-2609,3,67,1,BPMS,BPMS:L2B:1583,1067.730092,,,,0,1,CMB15 (BPMS:L2B:1583),3,DUMPBSY,1,0,N/A,,,,,
63,L2KG04-2609,5,69,0,TORO,TORO:EMIT2:170,1177.151089,,,,0,1,IM21B (TORO:EMIT2:170),3,DUMPBSY,1,0,N/A,,,,,
64,L2KG04-2615,3,70,0,BPMS,BPMS:EMIT2:150,1174.677336,,,,0,1,BPME201 (BPMS:EMIT2:150),3,DUMPBSY,1,0,N/A,,,,,
64,L2KG04-2615,3,70,1,BPMS,BPMS:BC2B:530,1130.77084,,,,0,1,BPM21B (BPMS:BC2B:530),3,DUMPBSY,1,0,N/A,,,,,
64,L2KG04-2615,5,72,0,BPMS,BPMS:EMIT2:800,1253.329341,,,,0,1,BPME203 (BPMS:EMIT2:800),3,DUMPBSY,1,0,N/A,,,,,
64,L2KG04-2615,5,72,1,BPMS,BPMS:EMIT2:300,1191.293743,,,,0,1,BPME202 (BPMS:EMIT2:300),3,DUMPBSY,1,0,N/A,,,,,
64,L2KG04-2615,6,73,0,BPMS,BPMS:BC2B:150,1091.756076,,,,0,1,BPM2C01 (BPMS:BC2B:150),3,DUMPBSY,1,0,N/A,,,,,
64,L2KG04-2615,6,73,1,BPMS,BPMS:EMIT2:900,1263.526191,,,,0,1,BPME204 (BPMS:EMIT2:900),3,DUMPBSY,1,0,N/A,,,,,
65,L2KG05-6122,2,75,0,BLM,LBLM:L2B:1587:A,1338.24,,,,0,1,LBLM:L2B:1587:A,3,DUMPBSY,1,0,L2A06958,,,,,
65,L2KG05-6122,2,75,1,BLM,LBLM:L2B:1587:B,1338.24,,,,0,1,LBLM:L2B:1587:B,3,DUMPBSY,1,0,L2A06959,,,,,
65,L2KG05-6122,2,75,2,WF,LBLM:L2B:1587:B,1338.1416,,,,0,1,LBLM:L2B:1587:B_WF,3,DUMPBSY,1,0,L2A08306,,,,,
66,L2KG05-6133,3,82,0,BPMS,BPMS:L3B:2083,1479.815125,,,,0,1,CMB20 (BPMS:L3B:2083),3,DUMPBSY,1,0,N/A,,,,,
66,L2KG05-6133,3,82,1,BPMS,BPMS:L3B:1983,1439.721982,,,,0,1,CMB19 (BPMS:L3B:1983),3,DUMPBSY,1,0,N/A,,,,,
66,L2KG05-6133,4,83,0,BPMS,BPMS:L3B:2283,1560.001411,,,,0,1,CMB22 (BPMS:L3B:2283),3,DUMPBSY,1,0,N/A,,,,,
66,L2KG05-6133,4,83,1,BPMS,BPMS:L3B:2183,1519.908268,,,,0,1,CMB21 (BPMS:L3B:2183),3,DUMPBSY,1,0,N/A,,,,,
67,L2KG06-6033,1,359,33,EPICS,QUAD:L3B:1685:INTOL,1320.310138,0,IS_FAULTED,IS_OK,1,0,QCM16 Magnet INTOL (EPICS),3,DUMPBSY,,,,,,,,
67,L2KG06-6033,3,84,0,BPMS,BPMS:L3B:2483,1640.187697,,,,0,1,CMB24 (BPMS:L3B:2483),3,DUMPBSY,1,0,N/A,,,,,
