Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
LBLM:BPN13:442:A,Linac,all,BPN13,4597,442:A,L2KG15-4D21,128,L2KG15-4D33,0,BCS-BLM-P13-7-P15-7
LBLM:BPN15:442:A,Linac,all,BPN15,5343,442:A,L2KG17-5C,134,L2KG17-3D33,0,BCS-BLM-15-7-P17-9
LBLM:BPN17:551:A,Linac,all,BPN17,6089,551:A,L2KG19-6D21,139,L2KG19-6D33,0,BCS-BLM-P17-9-P19-11
LBLM:BPN19:660:A,Linac,all,BPN19,6795,660:A,L2KG21-6C,144,L2KG21-0433,1,BCS-BLM-P19-11-P21-11
LBLM:BPN21:660:A,Linac,all,BPN21,7188,660:A,L2KG23-7D21,150,L2KG23-7D37,0,BCS-BLM-P21-11-P23-13
LBLM:BPN23:769:A,Linac,all,BPN23,7894,769:A,L2KG25-7D21,155,L2KG25-7D37,1,BCS-BLM-P23-13-P25-13
LBLM:BPN25:769:A,Linac,all,BPN25,8601,769:A,L2KG27-7D21,161,L2KG27-7D37,0,BCS-BLM-P25-13-P27-13
LBLM:BPN27:769:A,Linac,all,BPN27,9189,769:A,L2KG29-5F,178,L2KG29-7D17,4,BCS-BLM-P27-13-P29-7
LBLM:BPN28:769:AS,SXU,all,BPN28,9642,769:AS,L2KG30-01/02/03/04,193,L2KG30-7D20,0,BCS-BLM-P28-13-P30-12 (S)
LBLM:BPN28:769:AH,HXU,all,BPN28,9642,769:AH,L2KG30-01/02/03/04,197,L2KG30-7D27,0,BCS-BLM-P28-13-P30-12 (H)
LBLM:SPS:178:AS,SXU,all,SPS,10200,178:AS,B136-07,205,B136-0528,0,BCS-BLM-P29-7-B136-P1 (S)
LBLM:SPS:178:AH,HXU,all,SPS,10200,178:AH,B136-07,210,B136-0628,2,BCS-BLM-P29-7-B136-P1 (H)
LBLM:SPS:859:AS,SXU,all,SPS,10600,859:AS,B106-03,226,B106-0131,5,BCS-BLM-P30-12-B106-P17 (S)
LBLM:SPS:859:AH,HXU,all,SPS,10600,859:AH,B106-03,219,B106-0124,0,BCS-BLM-P30-12-B106-P17 (H)
LBLM:BSYS:214:AS,SXU,all,BSYS,10600,214:AS,B106-03,225,B106-0131,0,BCS-BLM-B136-P1-B106-P17 (S)
LBLM:BSYS:214:AH,HXU,all,BSYS,10600,214:AH,B106-03,219,B106-0124,1,BCS-BLM-B136-P1-B106-P17 (H)
LBLM:BSYS:894:AS,SXU,all,BSYS,11000,894:AS,B911-20,248,B911-0627,2,BCS-BLM-B106-P17-B911-P6N (S)
LBLM:BSYS:894AH,HXU,all,BSYS,11000,894:AH,B911-20,253,B911-0537,3,BCS-BLM-B106-P17-B911-P6N (H)
LBLM:BSYS:894BS,SXU,all,BSYS,11000,894:BS,B911-20,248,B911-0627,3,BCS-BLM-B106-P17-B911-P3S (S)
LBLM:BSYS:894BH,HXU,all,BSYS,11000,894:BH,B911-20,253,B911-0537,4,BCS-BLM-B106-P17-B911-P3S (H)
LBLM:LTUS:381:AS,SXU,all,LTUS,11200,381:AS,B912-1533-J5,267,B912-1426,5,BCS-BLM-A-B911-P6N-B912-P3S (S)
LBLM:LTUS:381:AH,HXU,all,LTUS,11200,381:AH,B912-1533-J4,261,B912-1419,5,BCS-BLM-A-B911-P6N-B912-P3S (H)
LBLM:LTUS:381:BS,SXU,all,LTUS,11200,381:BS,B912-1527-J5,271,B912-1426,0,BCS-BLM-A-B911-P3S-B912-P7N (S)
LBLM:LTUS:381:BH,HXU,all,LTUS,11200,381:BH,B912-1527-J4,265,B912-1419,0,BCS-BLM-A-B911-P3S-B912-P7N (H)
LBLM:LTUH:381:AS,SXU,all,LTUH,11200,381:AS,B912-1530-J5,271,B912-1426,1,BCS-BLM-B-B911-P6N-B912-P3S (S)
LBLM:LTUH:381:AH,HXU,all,LTUH,11200,381:AH,B912-1530-J4,265,B912-1419,1,BCS-BLM-B-B911-P6N-B912-P3S (H)
LBLM:LTUH:381:BS,SXU,all,LTUH,11200,381:BS,B912-1524-J5,271,B912-1426,2,BCS-BLM-B-B911-P3S-B912-P7N (S)
LBLM:LTUH:381:BH,HXU,all,LTUH,11200,381:BH,B912-1524-J4,265,B912-1419,2,BCS-BLM-B-B911-P3S-B912-P7N (H)
LBLM:LTUS:606:AS,SXU,all,LTUS,11500,606:AS,B913-3036-J4,278,B913-10333,2,BCS-BLM-A-B912-P7N-B913-P22S (S)
LBLM:LTUS:606:AH,HXU,all,LTUS,11500,606:AH,B913-3036-J5,295,B913-10725,1,BCS-BLM-A-B912-P7N-B913-P22S (H)
LBLM:LTUS:606:BS,SXU,all,LTUS,11500,606:BS,B913-3030-J4,278,B913-10333,3,BCS-BLM-A-B912-P3S-B913-P11N (S)
LBLM:LTUS:606:BH,HXU,all,LTUS,11500,606:BH,B913-3030-J5,287,B913-10711,0,BCS-BLM-A-B912-P3S-B913-P11N (H)
LBLM:LTUH:606:AS,SXU,all,LTUH,11500,606:AS,B913-3033-J4,278,B913-10333,4,BCS-BLM-B-B912-P7N-B913-P22S (S)
LBLM:LTUH:606:AH,HXU,all,LTUH,11500,606:AH,B913-3033-J5,287,B913-10711,1,BCS-BLM-B-B912-P7N-B913-P22S (H)
LBLM:LTUH:606:BS,SXU,all,LTUH,11500,606:BS,B913-3027-J4,278,B913-10333,5,BCS-BLM-B-B912-P3S-B913-P11N (S)
LBLM:LTUH:606:BH,HXU,all,LTUH,11500,606:BH,B913-3027-J5,287,B913-10711,2,BCS-BLM-B-B912-P3S-B913-P11N (H)
LBLM:LTUS:944:AS,SXU,all,LTUS,11500,944:AS,B921-7036-J4,304,B921-1421,1,BCS-BLM-B913-P11N-B921-P1N (S)
LBLM:LTUS:944:AH,HXU,all,LTUS,11900,944:AH,B921-7036-J5,317,B921-1524,4,BCS-BLM-B913-P11N-B921-P1N (H)
LBLM:LTUS:944:BS,SXU,all,LTUS,11900,944:BS,B921-7024-J4,304,B921-1421,2,BCS-BLM-B913-P22S-B921-P9S (S)
LBLM:LTUS:944:BH,HXU,all,LTUS,11900,944:BH,B921-7024-J5,317,B921-1524,5,BCS-BLM-B913-P22S-B921-P9S (H)
LBLM:UNDS:769:AS,SXU,all,UNDS,11900,769:AS,B921-70,304,B921-1421,3,BCS-BLM-B921-P1N-B921-P8N (S)
LBLM:UNDS:769:AH,HXU,all,UNDS,11900,769:AH,B921-70,320,B921-1524,0,BCS-BLM-B921-P1N-B921-P8N (H)
LBLM:UND0:924:A1S,SXU,all,UNDS,11900,924:A1S,B921-70,304,B921-1421,4,BCS-BLM-B921-P9S-B921-P16S (S)
LBLM:UND0:924:A1H,HXU,all,UNDH,11900,924:A1H,B921-70,320,B921-1524,1,BCS-BLM-B921-P9S-B921-P16S (H)
LBLM:UND0:924:A2S,SXU,all,UNDS,11900,924:A2S,B921-70,304,B921-1421,5,BCS-BLM-A-B921-P8N-B921-P8N (S)
LBLM:UND0:924:A2H,HXU,all,UNDH,11900,924:A2H,B921-70,320,B921-1524,2,BCS-BLM-A-B921-P8N-B921-P8N (H)
LBLM:UND0:769:BS,SXU,all,UNDS,11900,769:BS,B921-70,305,B921-1421,0,BCS-BLM-A-B921-P16S-B921-P16S (S)
LBLM:UND0:769:BH,HXU,all,UNDH,11900,769:BH,B921-70,320,B921-1524,3,BCS-BLM-A-B921-P16S-B921-P16S (H)
LBLM:UND0:924:B1S,SXU,all,UNDS,11900,924:B1S,B921-70,305,B921-1421,1,BCS-BLM-B-B921-P8N-B921-P8N (S)
LBLM:UND0:924:B1H,HXU,all,UNDH,11900,924:B1H,B921-70,320,B921-1524,4,BCS-BLM-B-B921-P8N-B921-P8N (H)
LBLM:UND0:924:B2S,SXU,all,UNDS,11900,924:B2S,B921-70,305,B921-1421,2,BCS-BLM-B-B921-P16S-B921-P16S (S)
LBLM:UND0:924:B2H,HXU,all,UNDH,11900,924:B2H,B921-70,320,B921-1524,5,BCS-BLM-B-B921-P16S-B921-P16S (H)
