Device,Mitigation,Fault,Area,Linac_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#
CSP31-07,Linac,STATUS,L3B,1913.383891,3108,LLRF Card,113,L2KG07-3831,7,N/A
CSP32-00,Linac,STATUS,L3B,1953.477034,3201,LLRF Card,113,L2KG07-3831,8,N/A
CSP32-01,Linac,STATUS,L3B,1953.477034,3202,LLRF Card,113,L2KG07-3831,9,N/A
CSP32-02,Linac,STATUS,L3B,1953.477034,3203,LLRF Card,113,L2KG07-3831,10,N/A
CSP32-03,Linac,STATUS,L3B,1953.477034,3204,LLRF Card,113,L2KG07-3831,11,N/A
CSP32-04,Linac,STATUS,L3B,1953.477034,3205,LLRF Card,113,L2KG07-3831,12,N/A
CSP32-05,Linac,STATUS,L3B,1953.477034,3206,LLRF Card,113,L2KG07-3831,13,N/A
CSP32-06,Linac,STATUS,L3B,1953.477034,3207,LLRF Card,113,L2KG07-3831,14,N/A
CSP32-07,Linac,STATUS,L3B,1953.477034,3208,LLRF Card,113,L2KG07-3831,15,N/A
CSP33-00,Linac,STATUS,L3B,1993.570177,3301,LLRF Card,114,L2KG07-3831,0,N/A
CSP33-01,Linac,STATUS,L3B,1993.570177,3302,LLRF Card,114,L2KG07-3831,1,N/A
CSP33-02,Linac,STATUS,L3B,1993.570177,3303,LLRF Card,114,L2KG07-3831,2,N/A
CSP33-03,Linac,STATUS,L3B,1993.570177,3304,LLRF Card,114,L2KG07-3831,3,N/A
CSP33-04,Linac,STATUS,L3B,1993.570177,3305,LLRF Card,114,L2KG07-3831,4,N/A
CSP33-05,Linac,STATUS,L3B,1993.570177,3306,LLRF Card,114,L2KG07-3831,5,N/A
CSP33-06,Linac,STATUS,L3B,1993.570177,3307,LLRF Card,114,L2KG07-3831,6,N/A
CSP33-07,Linac,STATUS,L3B,1993.570177,3308,LLRF Card,114,L2KG07-3831,7,N/A
CSP34-00,Linac,STATUS,L3B,2033.66332,3401,LLRF Card,114,L2KG07-3831,8,N/A
CSP34-01,Linac,STATUS,L3B,2033.66332,3402,LLRF Card,114,L2KG07-3831,9,N/A
CSP34-02,Linac,STATUS,L3B,2033.66332,3403,LLRF Card,114,L2KG07-3831,10,N/A
CSP34-03,Linac,STATUS,L3B,2033.66332,3404,LLRF Card,114,L2KG07-3831,11,N/A
CSP34-04,Linac,STATUS,L3B,2033.66332,3405,LLRF Card,114,L2KG07-3831,12,N/A
CSP34-05,Linac,STATUS,L3B,2033.66332,3406,LLRF Card,114,L2KG07-3831,13,N/A
CSP34-06,Linac,STATUS,L3B,2033.66332,3407,LLRF Card,114,L2KG07-3831,14,N/A
CSP34-07,Linac,STATUS,L3B,2033.66332,3408,LLRF Card,114,L2KG07-3831,15,N/A
CSP35-00,Linac,STATUS,L3B,2073.756463,3501,LLRF Card,119,L2KG08-3A33,0,N/A
CSP35-01,Linac,STATUS,L3B,2073.756463,3502,LLRF Card,119,L2KG08-3A33,1,N/A
CSP35-02,Linac,STATUS,L3B,2073.756463,3503,LLRF Card,119,L2KG08-3A33,2,N/A
CSP35-03,Linac,STATUS,L3B,2073.756463,3504,LLRF Card,119,L2KG08-3A33,3,N/A
CSP35-04,Linac,STATUS,L3B,2073.756463,3505,LLRF Card,119,L2KG08-3A33,4,N/A
CSP35-05,Linac,STATUS,L3B,2073.756463,3506,LLRF Card,119,L2KG08-3A33,5,N/A
CSP35-06,Linac,STATUS,L3B,2073.756463,3507,LLRF Card,119,L2KG08-3A33,6,N/A
CSP35-07,Linac,STATUS,L3B,2073.756463,3508,LLRF Card,119,L2KG08-3A33,7,N/A
